Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_17_480.jpg;-3.003302;1;0;3.951331;107.9964;93.27778;0.7686827;36.10829;359.472
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_17_546.jpg;-0.0003165007;1;0;4.001873;108.1876;93.41817;0.6031626;35.6903;359.3637
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_17_613.jpg;0;1;0;4.038824;108.4467;93.60699;0.4317006;35.54374;359.2734
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_17_680.jpg;0;1;0;4.075534;108.6445;93.75001;0.3669319;35.53086;359.2268
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_17_747.jpg;0;1;0;4.123069;108.9122;93.94316;0.3530345;35.54607;359.2149
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_17_813.jpg;0;1;0;4.159121;109.1157;94.08992;0.3856288;35.56625;359.248
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_17_880.jpg;0;1;0;4.207619;109.3216;94.23824;0.458002;35.58274;359.3047
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_17_948.jpg;0;1;0;4.243328;109.5296;94.38818;0.5643819;35.60405;359.3833
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_013.jpg;0;1;0;4.27914;109.8103;94.59056;0.7480122;35.63366;359.5168
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_080.jpg;0;1;0;4.314717;110.0232;94.74419;0.912504;35.6613;359.6305
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_146.jpg;0;1;0;4.362187;110.2377;94.89938;1.083297;35.69628;359.7617
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_213.jpg;0;1;0;4.397531;110.5265;95.10863;1.326261;35.74726;359.9423
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_280.jpg;0;1;0;4.432895;110.7457;95.26593;1.496664;35.748;-0.001463174
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_346.jpg;0;1;0;4.483406;110.9653;95.42238;1.52261;35.72538;-0.002737845
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_413.jpg;0;1;0;4.523317;111.2596;95.632;1.453517;35.69357;-0.001255184
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_480.jpg;0;1;0;4.558904;111.4827;95.79072;1.418304;35.66358;-0.001230718
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_546.jpg;0;1;0;4.605833;111.7078;95.95077;1.401537;35.63263;-0.001251526
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_613.jpg;0;1;0;4.640896;112.0111;96.16618;1.403452;35.59136;-0.00127923
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_680.jpg;0;1;0;4.675856;112.2409;96.32919;1.419658;35.56042;-0.001321834
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_746.jpg;0;1;0;4.722329;112.4725;96.49338;1.445581;35.52928;-0.001348271
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_813.jpg;0;1;0;4.757084;112.7844;96.71408;1.490894;35.48695;-0.001409897
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_880.jpg;0;1;0;4.79176;113.0204;96.88083;1.523168;35.45417;-0.001892097
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_18_946.jpg;0;1;0;4.839614;113.2576;97.04822;1.507035;35.42113;-0.001925819
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_013.jpg;0;1;0;4.874804;113.5765;97.27294;1.475322;35.37648;-0.001387895
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_080.jpg;0;1;0;4.909043;113.818;97.44284;1.465923;35.34263;-0.001394402
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_146.jpg;0;1;0;4.954509;114.0614;97.61388;1.466993;35.30875;-0.001404117
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_213.jpg;0;1;0;4.988484;114.3888;97.84366;1.480159;35.2634;-0.001478802
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_280.jpg;0;1;0;5.010692;114.6355;98.01653;1.498006;35.22639;-0.001416574
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_347.jpg;0;1;0;5.01551;114.964;98.24621;1.479715;35.18525;-0.004241148
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_413.jpg;0;1;0;5.036412;115.2089;98.41735;1.387085;35.15973;-0.001257924
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_480.jpg;0;1;0;5.01311;115.4549;98.58901;1.332289;35.12436;-0.001276096
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_546.jpg;0;1;0;5.016472;115.7012;98.76072;1.300711;35.08641;-0.001110725
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_613.jpg;0;1;0;4.994868;116.0303;98.98993;1.294662;35.03796;-0.001343222
